CustomerID,Risk_Score,Risk_Category
3668-QPYBK,64.55,High (61-85%)
0320-JDNQG,64.54,High (61-85%)
6615-ZGEDR,64.54,High (61-85%)
1622-HSHSF,64.53,High (61-85%)
5652-MSDEY,64.48,High (61-85%)
5119-NZPTV,64.44,High (61-85%)
7748-UMTRK,64.4,High (61-85%)
4690-PKDQG,64.4,High (61-85%)
8617-ENBDS,64.33,High (61-85%)
5908-QMGOE,64.31,High (61-85%)
9574-RKJIF,64.28,High (61-85%)
2956-GGUCQ,64.26,High (61-85%)
2675-DHUTR,64.23,High (61-85%)
5028-GZLDO,64.22,High (61-85%)
6906-ANDWJ,64.21,High (61-85%)
9692-TUSXH,64.19,High (61-85%)
5502-RLUYV,64.17,High (61-85%)
2665-NPTGL,64.17,High (61-85%)
5889-JTMUL,64.15,High (61-85%)
7853-GVUDZ,64.13,High (61-85%)
6407-UTSLV,64.11,High (61-85%)
5385-SUIRI,64.11,High (61-85%)
6900-PXRMS,64.11,High (61-85%)
9227-LUNBG,64.08,High (61-85%)
2800-QQUSO,64.07,High (61-85%)
2108-XWMPY,64.07,High (61-85%)
6435-SRWBJ,64.06,High (61-85%)
0475-RIJEP,64.06,High (61-85%)
9866-QEVEE,64.01,High (61-85%)
1658-TJVOA,64.01,High (61-85%)
2372-HWUHI,64.0,High (61-85%)
6390-DSAZX,64.0,High (61-85%)
5982-FPVQN,64.0,High (61-85%)
7901-TBKJX,63.99,High (61-85%)
9432-VOFYX,63.99,High (61-85%)
6048-QBXKL,63.98,High (61-85%)
4255-DDUOU,63.97,High (61-85%)
6235-VDHOM,63.96,High (61-85%)
6204-IEUXJ,63.95,High (61-85%)
4803-AXVYP,63.93,High (61-85%)
2249-YPRNG,63.91,High (61-85%)
0378-NHQXU,63.9,High (61-85%)
2833-SLKDQ,63.88,High (61-85%)
5404-GGUKR,63.84,High (61-85%)
0506-LVNGN,63.83,High (61-85%)
9283-LZQOH,63.83,High (61-85%)
1028-FFNJK,63.82,High (61-85%)
7924-GJZFI,63.82,High (61-85%)
9365-SRSZE,63.78,High (61-85%)
0876-WDUUZ,63.72,High (61-85%)
4488-KQFDT,63.71,High (61-85%)
4385-GZQXV,63.6,High (61-85%)
6339-DKLMK,63.56,High (61-85%)
2979-SXESE,63.55,High (61-85%)
9741-YLNTD,63.54,High (61-85%)
5091-HFAZW,63.52,High (61-85%)
6907-FLBER,63.52,High (61-85%)
2988-PLAHS,63.51,High (61-85%)
6166-ILMNY,63.5,High (61-85%)
0415-MOSGF,63.47,High (61-85%)
6982-SSHFK,63.47,High (61-85%)
2034-CGRHZ,63.44,High (61-85%)
5215-LNLDJ,63.44,High (61-85%)
9250-WYPLL,63.42,High (61-85%)
3370-HXOPH,63.35,High (61-85%)
5937-EORGB,63.33,High (61-85%)
9448-REEVD,63.32,High (61-85%)
5959-BELXA,63.31,High (61-85%)
8749-CLJXC,63.28,High (61-85%)
7422-WNBTY,63.28,High (61-85%)
3030-ZKIWL,63.28,High (61-85%)
7096-UCLNH,63.28,High (61-85%)
9279-CJEOJ,63.24,High (61-85%)
1471-GIQKQ,63.21,High (61-85%)
4631-OACRM,63.21,High (61-85%)
9050-QLROH,63.2,High (61-85%)
3866-MDTUB,63.18,High (61-85%)
1989-PRJHP,63.18,High (61-85%)
9269-CQOOL,63.18,High (61-85%)
8566-YPRGL,63.17,High (61-85%)
5906-BFOZT,63.17,High (61-85%)
7881-EVUAD,63.17,High (61-85%)
5605-IYGFG,63.16,High (61-85%)
0722-SVSFK,63.14,High (61-85%)
8734-DKSTZ,63.11,High (61-85%)
3692-JHONH,63.11,High (61-85%)
8630-FJLIB,63.1,High (61-85%)
5649-VUKMC,63.08,High (61-85%)
0637-YLETY,63.06,High (61-85%)
4193-ORFCL,63.06,High (61-85%)
6994-KERXL,63.04,High (61-85%)
3349-ANQNH,63.01,High (61-85%)
8033-VCZGH,62.94,High (61-85%)
5624-BQSSA,62.93,High (61-85%)
3597-MVHJT,62.93,High (61-85%)
7534-BFESC,62.93,High (61-85%)
5480-HPRRX,62.92,High (61-85%)
8128-YVJRG,62.92,High (61-85%)
7410-YTJIK,62.91,High (61-85%)
3312-ZWLGF,62.9,High (61-85%)
3669-LVWZB,62.9,High (61-85%)
2903-YYTBW,62.89,High (61-85%)
7698-YFGEZ,62.87,High (61-85%)
6286-SUUWT,62.87,High (61-85%)
4877-EVATK,62.87,High (61-85%)
4741-WWJQZ,62.86,High (61-85%)
4686-UXDML,62.86,High (61-85%)
8621-MNIHH,62.83,High (61-85%)
4430-UZIPO,62.82,High (61-85%)
0196-JTUQI,62.82,High (61-85%)
0330-IVZHA,62.82,High (61-85%)
3900-AQPHZ,62.78,High (61-85%)
7878-RTCZG,62.78,High (61-85%)
6654-QGBZZ,62.78,High (61-85%)
8937-RDTHP,62.76,High (61-85%)
5044-LRQAQ,62.76,High (61-85%)
8623-TMRBY,62.75,High (61-85%)
6022-UGGSO,62.63,High (61-85%)
2189-WWOEW,62.59,High (61-85%)
3411-WLRSQ,62.57,High (61-85%)
4236-UJPWO,62.56,High (61-85%)
2565-JSLRY,62.52,High (61-85%)
4892-VLANZ,62.46,High (61-85%)
3565-UNOCC,62.41,High (61-85%)
7721-DVEKZ,62.4,High (61-85%)
3785-NRHYR,62.4,High (61-85%)
0970-QXPXW,62.4,High (61-85%)
8329-IBCTI,62.4,High (61-85%)
6141-OOXUQ,62.4,High (61-85%)
4065-JJAVA,62.38,High (61-85%)
5858-EAFCZ,62.38,High (61-85%)
9572-WUKSB,62.38,High (61-85%)
1769-GRUIK,62.37,High (61-85%)
2038-OEQZH,62.34,High (61-85%)
4625-EWPTF,62.33,High (61-85%)
8837-VVWLQ,62.26,High (61-85%)
0125-LZQXK,62.23,High (61-85%)
8993-PHFWD,62.2,High (61-85%)
2480-JZOSN,62.15,High (61-85%)
9050-IKDZA,62.12,High (61-85%)
5899-OUVKV,62.04,High (61-85%)
5981-ITEMU,62.02,High (61-85%)
7239-HZZCX,62.02,High (61-85%)
3930-ZGWVE,62.02,High (61-85%)
6124-ACRHJ,62.02,High (61-85%)
1135-LMECX,62.01,High (61-85%)
9053-EJUNL,62.0,High (61-85%)
3908-BLSYF,61.98,High (61-85%)
4398-HSCJH,61.96,High (61-85%)
5960-MVTUK,61.93,High (61-85%)
2672-OJQZP,61.92,High (61-85%)
9244-ZVAPM,61.91,High (61-85%)
0537-QYZZN,61.89,High (61-85%)
4818-QIUFN,61.88,High (61-85%)
1689-YQBYY,61.83,High (61-85%)
9208-OLGAQ,61.79,High (61-85%)
4566-NECEV,61.73,High (61-85%)
4727-MCYZG,61.71,High (61-85%)
0324-BRPCJ,61.71,High (61-85%)
7593-JNWRU,61.7,High (61-85%)
3143-JQEGI,61.7,High (61-85%)
3506-LCJDC,61.68,High (61-85%)
6175-IRFIT,61.64,High (61-85%)
6650-VJONK,61.57,High (61-85%)
6581-NQCBA,61.54,High (61-85%)
4081-DYXAV,61.51,High (61-85%)
4851-BQDNX,61.49,High (61-85%)
2683-BPJSO,61.47,High (61-85%)
4146-SVFUD,61.46,High (61-85%)
4291-HPAXL,61.45,High (61-85%)
4879-GZLFH,61.43,High (61-85%)
8118-TJAFG,61.39,High (61-85%)
9133-AYJZG,61.36,High (61-85%)
5947-SGKCL,61.35,High (61-85%)
3685-YLCMQ,61.33,High (61-85%)
3961-SXAXY,61.32,High (61-85%)
8949-JTMAY,61.29,High (61-85%)
2153-MREFK,61.26,High (61-85%)
1513-XNPPH,61.25,High (61-85%)
6198-ZFIOJ,61.25,High (61-85%)
8740-XLHDR,61.25,High (61-85%)
8486-AYEQH,61.24,High (61-85%)
3312-UUMZW,61.21,High (61-85%)
0886-QGENL,61.21,High (61-85%)
7551-DACSP,61.18,High (61-85%)
7716-YTYHG,61.16,High (61-85%)
0407-BDJKB,61.12,High (61-85%)
0927-CNGRH,61.12,High (61-85%)
0439-IFYUN,61.11,High (61-85%)
0258-NOKBL,61.09,High (61-85%)
4299-SIMNS,61.09,High (61-85%)
4846-WHAFZ,61.08,High (61-85%)
8378-LKJAF,61.08,High (61-85%)
5449-FIBXJ,61.07,High (61-85%)
3804-RVTGV,61.06,High (61-85%)
9206-GVPEQ,60.98,High (61-85%)
8019-ENHXU,60.96,High (61-85%)
1035-IPQPU,60.94,High (61-85%)
6582-OIVSP,60.91,High (61-85%)
6987-XQSJT,60.85,High (61-85%)
2832-KJCRD,60.77,High (61-85%)
5143-EGQFK,60.75,High (61-85%)
5522-JBWMO,60.74,High (61-85%)
0447-RXSGD,60.74,High (61-85%)
9776-CLUJA,60.71,High (61-85%)
8695-ARGXZ,60.71,High (61-85%)
7754-IXRMC,60.69,High (61-85%)
4947-DSMXK,60.68,High (61-85%)
0650-BWOZN,60.68,High (61-85%)
9661-ACXBS,60.66,High (61-85%)
5647-FXOTP,60.66,High (61-85%)
7252-NTGSS,60.64,High (61-85%)
6172-FECYY,60.64,High (61-85%)
7460-ITWWP,60.62,High (61-85%)
0682-USIXD,60.61,High (61-85%)
5760-IFJOZ,60.6,High (61-85%)
5119-KEPFY,60.59,High (61-85%)
3891-PUQOD,60.57,High (61-85%)
3096-IZETN,60.52,High (61-85%)
1478-VPOAD,60.5,High (61-85%)
3269-ATYWD,60.48,High (61-85%)
4786-UKSNZ,60.44,High (61-85%)
3247-MHJKM,60.44,High (61-85%)
6380-ARCEH,60.44,High (61-85%)
8048-DSDFQ,60.44,High (61-85%)
3627-FCRDW,60.43,High (61-85%)
5339-PXDVH,60.43,High (61-85%)
0115-TFERT,60.38,High (61-85%)
0225-ZORZP,60.37,High (61-85%)
5606-AMZBO,60.37,High (61-85%)
3085-QUOZK,60.36,High (61-85%)
0611-DFXKO,60.36,High (61-85%)
8035-PWSEV,60.36,High (61-85%)
3665-JATSN,60.35,High (61-85%)
3629-ZNKXA,60.34,High (61-85%)
4813-HQMGZ,60.33,High (61-85%)
9907-SWKKF,60.27,High (61-85%)
4423-YLHDV,60.27,High (61-85%)
6646-QVXLR,60.27,High (61-85%)
4512-ZUIYL,60.22,High (61-85%)
2080-GKCWQ,60.2,High (61-85%)
9944-AEXBM,60.2,High (61-85%)
6260-ONULR,60.19,High (61-85%)
9474-PHLYD,60.14,High (61-85%)
3956-MGXOG,60.11,High (61-85%)
6402-EJMWF,60.06,High (61-85%)
1932-UEDCX,60.05,High (61-85%)
1942-OQFRW,60.0,High (61-85%)
5515-AKOAJ,60.0,Medium (31-60%)
9898-KZQDZ,60.0,Medium (31-60%)
6599-SFQVE,59.91,Medium (31-60%)
6923-EFPNL,59.85,Medium (31-60%)
1625-JAIIY,59.84,Medium (31-60%)
8260-NGFNY,59.81,Medium (31-60%)
8981-FJGLA,59.81,Medium (31-60%)
5666-CYCYZ,59.8,Medium (31-60%)
4505-EXZHB,59.8,Medium (31-60%)
2959-FENLU,59.73,Medium (31-60%)
2604-IJPDU,59.73,Medium (31-60%)
0378-TOVMS,59.72,Medium (31-60%)
1794-HBQTJ,59.69,Medium (31-60%)
2403-BCASL,59.66,Medium (31-60%)
8696-JKZNU,59.65,Medium (31-60%)
6923-JHPMP,59.65,Medium (31-60%)
0374-IOEGQ,59.56,Medium (31-60%)
5373-SFODM,59.55,Medium (31-60%)
4432-ADRLB,59.53,Medium (31-60%)
9348-YVOMK,59.48,Medium (31-60%)
2235-ZGKPT,59.42,Medium (31-60%)
7714-YXSMB,59.42,Medium (31-60%)
8012-SOUDQ,59.36,Medium (31-60%)
9743-DQKQW,59.35,Medium (31-60%)
5027-XWQHA,59.34,Medium (31-60%)
3587-PMCOY,59.3,Medium (31-60%)
1746-TGTWV,59.27,Medium (31-60%)
3753-TSEMP,59.23,Medium (31-60%)
4546-FOKWR,59.21,Medium (31-60%)
1432-FPAXX,59.19,Medium (31-60%)
6818-DJXAA,59.18,Medium (31-60%)
0771-WLCLA,59.11,Medium (31-60%)
6961-VCPMC,59.1,Medium (31-60%)
5536-SLHPM,59.09,Medium (31-60%)
4958-GZWIY,59.08,Medium (31-60%)
2041-JIJCI,59.07,Medium (31-60%)
3588-WSTTJ,59.07,Medium (31-60%)
9644-UMGQA,59.05,Medium (31-60%)
0147-ESWWR,59.05,Medium (31-60%)
3050-GBUSH,59.03,Medium (31-60%)
5543-QDCRY,59.02,Medium (31-60%)
0623-IIHUG,59.02,Medium (31-60%)
1728-BQDMA,59.0,Medium (31-60%)
7298-IZWLY,58.99,Medium (31-60%)
6158-HDPXZ,58.96,Medium (31-60%)
5536-RTPWK,58.95,Medium (31-60%)
1013-QCWAM,58.92,Medium (31-60%)
0311-QYWSS,58.91,Medium (31-60%)
6402-ZFPPI,58.89,Medium (31-60%)
2519-LBNQL,58.88,Medium (31-60%)
7682-AZNDK,58.84,Medium (31-60%)
2969-QWUBZ,58.84,Medium (31-60%)
2519-FAKOD,58.84,Medium (31-60%)
6877-LGWXO,58.83,Medium (31-60%)
9122-UMROB,58.81,Medium (31-60%)
2676-ISHSF,58.81,Medium (31-60%)
8614-VGMMV,58.74,Medium (31-60%)
2378-VTKDH,58.73,Medium (31-60%)
8728-SKJLR,58.72,Medium (31-60%)
2081-VEYEH,58.7,Medium (31-60%)
8720-RQSBJ,58.69,Medium (31-60%)
4558-FANTW,58.67,Medium (31-60%)
3536-IQCTX,58.67,Medium (31-60%)
0529-ONKER,58.65,Medium (31-60%)
5572-ZDXHY,58.63,Medium (31-60%)
8205-OTCHB,58.56,Medium (31-60%)
0093-XWZFY,58.54,Medium (31-60%)
1226-IENZN,58.52,Medium (31-60%)
7734-DBOAI,58.5,Medium (31-60%)
0096-BXERS,58.49,Medium (31-60%)
2694-CIUMO,58.47,Medium (31-60%)
1104-TNLZA,58.46,Medium (31-60%)
5600-KTXFM,58.46,Medium (31-60%)
3524-WQDSG,58.45,Medium (31-60%)
4143-HHPMK,58.44,Medium (31-60%)
7129-ACFOG,58.42,Medium (31-60%)
6734-GMPVK,58.41,Medium (31-60%)
9462-MJUAW,58.38,Medium (31-60%)
2876-VBBBL,58.36,Medium (31-60%)
2081-KJSQF,58.36,Medium (31-60%)
0670-KDOMA,58.36,Medium (31-60%)
6559-RAKOZ,58.35,Medium (31-60%)
7112-OPOTK,58.34,Medium (31-60%)
5183-SNMJQ,58.34,Medium (31-60%)
2277-VWCNI,58.33,Medium (31-60%)
9714-EDSUC,58.32,Medium (31-60%)
8073-IJDCM,58.32,Medium (31-60%)
4854-CIDCF,58.31,Medium (31-60%)
4781-ZXYGU,58.3,Medium (31-60%)
9948-YPTDG,58.28,Medium (31-60%)
1891-UAWWU,58.28,Medium (31-60%)
6705-LXORM,58.26,Medium (31-60%)
3023-GFLBR,58.25,Medium (31-60%)
2812-SFXMJ,58.24,Medium (31-60%)
0280-XJGEX,58.21,Medium (31-60%)
4116-TZAQJ,58.2,Medium (31-60%)
6551-GNYDG,58.2,Medium (31-60%)
6837-HAEVO,58.18,Medium (31-60%)
2916-BQZLN,58.18,Medium (31-60%)
7730-IUTDZ,58.16,Medium (31-60%)
9190-MFJLN,58.15,Medium (31-60%)
1833-TCXKK,58.11,Medium (31-60%)
0581-BXBUB,58.1,Medium (31-60%)
3932-CMDTD,58.09,Medium (31-60%)
7641-EUYET,58.08,Medium (31-60%)
1472-TNCWL,58.07,Medium (31-60%)
4183-MYFRB,58.07,Medium (31-60%)
4612-SSVHJ,58.07,Medium (31-60%)
7551-JOHTI,58.05,Medium (31-60%)
1905-OEILC,58.05,Medium (31-60%)
1307-ATKGB,58.03,Medium (31-60%)
4211-MMAZN,58.02,Medium (31-60%)
8203-XJZRC,58.02,Medium (31-60%)
1699-HPSBG,57.99,Medium (31-60%)
8429-XIBUM,57.97,Medium (31-60%)
6365-MTGZX,57.96,Medium (31-60%)
4208-UFFGW,57.89,Medium (31-60%)
4647-MUZON,57.88,Medium (31-60%)
9090-SGQXL,57.86,Medium (31-60%)
3677-TNKIO,57.84,Medium (31-60%)
3923-CSIHK,57.79,Medium (31-60%)
7603-USHJS,57.75,Medium (31-60%)
2603-HVKCG,57.74,Medium (31-60%)
7825-ECJRF,57.71,Medium (31-60%)
1370-GGAWX,57.69,Medium (31-60%)
3707-LRWZD,57.68,Medium (31-60%)
3223-DWFIO,57.64,Medium (31-60%)
1899-VXWXM,57.64,Medium (31-60%)
2038-LLMLM,57.63,Medium (31-60%)
5701-YVSVF,57.62,Medium (31-60%)
0322-YINQP,57.62,Medium (31-60%)
9851-KIELU,57.6,Medium (31-60%)
1323-OOEPC,57.55,Medium (31-60%)
5389-FFVKB,57.45,Medium (31-60%)
0587-DMGBH,57.44,Medium (31-60%)
9927-DSWDF,57.42,Medium (31-60%)
7426-RHZGU,57.42,Medium (31-60%)
2025-JKFWI,57.32,Medium (31-60%)
7881-INRLC,57.32,Medium (31-60%)
9831-BPFRI,57.31,Medium (31-60%)
6366-ZGQGL,57.3,Medium (31-60%)
3645-DEYGF,57.3,Medium (31-60%)
1373-ORVIZ,57.3,Medium (31-60%)
4853-OITSN,57.24,Medium (31-60%)
0430-IHCDJ,57.23,Medium (31-60%)
9355-NPPFS,57.21,Medium (31-60%)
8627-ZYGSZ,57.19,Medium (31-60%)
3904-UKFRE,57.15,Medium (31-60%)
0793-TWELN,57.15,Medium (31-60%)
6034-YMTOB,57.11,Medium (31-60%)
3005-NFMTA,57.11,Medium (31-60%)
2157-MXBJS,57.05,Medium (31-60%)
5130-IEKQT,57.04,Medium (31-60%)
0015-UOCOJ,57.04,Medium (31-60%)
0402-CQAJN,57.01,Medium (31-60%)
4536-PLEQY,56.98,Medium (31-60%)
7739-LAXOG,56.95,Medium (31-60%)
4652-NNHNY,56.94,Medium (31-60%)
1422-DGUBX,56.82,Medium (31-60%)
0311-UNPFF,56.81,Medium (31-60%)
6394-MFYNG,56.77,Medium (31-60%)
2719-BDAQO,56.7,Medium (31-60%)
5294-DMSFH,56.67,Medium (31-60%)
4123-DVHPH,56.64,Medium (31-60%)
0585-EGDDA,56.64,Medium (31-60%)
0531-ZZJWQ,56.59,Medium (31-60%)
9492-TOKRI,56.59,Medium (31-60%)
0410-IPFTY,56.58,Medium (31-60%)
1724-IQWNM,56.58,Medium (31-60%)
9419-IPPBE,56.54,Medium (31-60%)
6439-GTPCA,56.53,Medium (31-60%)
1597-LHYNC,56.51,Medium (31-60%)
0354-WYROK,56.49,Medium (31-60%)
7979-CORPM,56.45,Medium (31-60%)
2898-LSJGD,56.45,Medium (31-60%)
2668-TZSPS,56.44,Medium (31-60%)
0673-IGUQO,56.44,Medium (31-60%)
0093-EXYQL,56.44,Medium (31-60%)
4662-EKDPQ,56.42,Medium (31-60%)
0601-WZHJF,56.38,Medium (31-60%)
7404-JLKQG,56.37,Medium (31-60%)
2468-SJFLM,56.34,Medium (31-60%)
6317-YPKDH,56.33,Medium (31-60%)
1447-PJGGA,56.33,Medium (31-60%)
7067-KSAZT,56.32,Medium (31-60%)
8020-BWHYL,56.32,Medium (31-60%)
8059-UDZFY,56.26,Medium (31-60%)
6253-WRFHY,56.26,Medium (31-60%)
8393-JMVMB,56.2,Medium (31-60%)
8104-OSKWT,56.17,Medium (31-60%)
4480-QQRHC,56.15,Medium (31-60%)
0927-LCSMG,56.08,Medium (31-60%)
5553-AOINX,56.04,Medium (31-60%)
5271-DBYSJ,55.99,Medium (31-60%)
7694-VLBWQ,55.97,Medium (31-60%)
8605-ITULD,55.95,Medium (31-60%)
1029-QFBEN,55.95,Medium (31-60%)
7601-WFVZV,55.95,Medium (31-60%)
2866-IKBTM,55.95,Medium (31-60%)
3797-FKOGQ,55.91,Medium (31-60%)
9318-NKNFC,55.9,Medium (31-60%)
3096-JRDSO,55.86,Medium (31-60%)
1956-YIFGE,55.86,Medium (31-60%)
0578-SKVMF,55.86,Medium (31-60%)
1984-FCOWB,55.83,Medium (31-60%)
2856-NNASM,55.63,Medium (31-60%)
2101-RANCD,55.59,Medium (31-60%)
8344-WFMFH,55.57,Medium (31-60%)
6771-XWBDM,55.55,Medium (31-60%)
4183-WCSEP,55.51,Medium (31-60%)
3798-EPWRR,55.5,Medium (31-60%)
5480-TBGPH,55.46,Medium (31-60%)
7047-FWEYA,55.45,Medium (31-60%)
7826-VVKWT,55.44,Medium (31-60%)
9961-JBNMK,55.41,Medium (31-60%)
4667-OHGKG,55.37,Medium (31-60%)
9667-EQRXU,55.34,Medium (31-60%)
9508-ILZDG,55.31,Medium (31-60%)
4724-WXVWF,55.29,Medium (31-60%)
8563-IIOXK,55.29,Medium (31-60%)
8982-NHAVY,55.29,Medium (31-60%)
0431-APWVY,55.28,Medium (31-60%)
5569-OUICF,55.28,Medium (31-60%)
2209-XADXF,55.25,Medium (31-60%)
5716-LIBJC,55.21,Medium (31-60%)
2592-YKDIF,55.21,Medium (31-60%)
3590-TCXTB,55.21,Medium (31-60%)
6198-RTPMF,55.17,Medium (31-60%)
3755-JBMNH,55.16,Medium (31-60%)
9601-BRXPO,55.12,Medium (31-60%)
0533-BNWKF,55.11,Medium (31-60%)
6821-JPCDC,55.09,Medium (31-60%)
1730-ZMAME,55.07,Medium (31-60%)
6243-OZGFH,55.02,Medium (31-60%)
8155-IBNHG,55.01,Medium (31-60%)
6579-JPICP,55.01,Medium (31-60%)
1963-VAUKV,55.01,Medium (31-60%)
3727-JEZTU,55.01,Medium (31-60%)
0701-RFGFI,54.99,Medium (31-60%)
2085-BOJKI,54.97,Medium (31-60%)
7758-XKCBS,54.97,Medium (31-60%)
9058-MJLZC,54.97,Medium (31-60%)
4223-WOZCM,54.95,Medium (31-60%)
2955-BJZHG,54.95,Medium (31-60%)
3005-TYFRD,54.93,Medium (31-60%)
7000-WCEVQ,54.91,Medium (31-60%)
4592-IWTJI,54.9,Medium (31-60%)
3647-GMGDH,54.87,Medium (31-60%)
7072-MBHEV,54.87,Medium (31-60%)
0277-BKSQP,54.84,Medium (31-60%)
9773-PEQBZ,54.8,Medium (31-60%)
9576-SYUHJ,54.8,Medium (31-60%)
7318-EIVKO,54.74,Medium (31-60%)
4658-HCOHW,54.69,Medium (31-60%)
5281-BUZGT,54.68,Medium (31-60%)
8584-KMVXD,54.68,Medium (31-60%)
1895-QTKDO,54.67,Medium (31-60%)
0749-IRGQE,54.67,Medium (31-60%)
6661-HBGWL,54.65,Medium (31-60%)
7395-IGJOS,54.63,Medium (31-60%)
3003-CMDUU,54.62,Medium (31-60%)
0623-GDISB,54.6,Medium (31-60%)
1101-SSWAG,54.57,Medium (31-60%)
3914-FDRHP,54.55,Medium (31-60%)
1100-DDVRV,54.53,Medium (31-60%)
1891-FZYSA,54.5,Medium (31-60%)
3132-TVFDZ,54.5,Medium (31-60%)
9494-MRNYX,54.48,Medium (31-60%)
4547-LYTDD,54.46,Medium (31-60%)
1174-FGIFN,54.43,Medium (31-60%)
9450-TRJUU,54.39,Medium (31-60%)
1689-MRZQR,54.39,Medium (31-60%)
2111-DWYHN,54.39,Medium (31-60%)
3208-YPIOE,54.39,Medium (31-60%)
3413-BMNZE,54.36,Medium (31-60%)
8160-HOWOX,54.35,Medium (31-60%)
8058-DMYRU,54.31,Medium (31-60%)
4391-RESHN,54.31,Medium (31-60%)
0207-MDKNV,54.29,Medium (31-60%)
5868-YTYKS,54.27,Medium (31-60%)
5599-HVLTW,54.23,Medium (31-60%)
2810-FTLEM,54.2,Medium (31-60%)
7470-MCQTK,54.12,Medium (31-60%)
1271-SJBGZ,54.1,Medium (31-60%)
2786-GCDPI,54.09,Medium (31-60%)
5498-TXHLF,54.07,Medium (31-60%)
5485-WUYWF,54.07,Medium (31-60%)
3161-GETRM,54.06,Medium (31-60%)
7562-GSUHK,54.04,Medium (31-60%)
0637-UBJRP,54.01,Medium (31-60%)
2325-WINES,53.97,Medium (31-60%)
7503-QQRVF,53.95,Medium (31-60%)
1450-SKCVI,53.94,Medium (31-60%)
8651-ENBZX,53.93,Medium (31-60%)
8806-EAGWC,53.92,Medium (31-60%)
9796-BPKIW,53.89,Medium (31-60%)
1754-GKYPY,53.88,Medium (31-60%)
1452-KIOVK,53.83,Medium (31-60%)
6242-MBHPK,53.83,Medium (31-60%)
6833-JMZYP,53.78,Medium (31-60%)
3352-ALMCK,53.76,Medium (31-60%)
8564-LDKFL,53.71,Medium (31-60%)
5331-RGMTT,53.67,Medium (31-60%)
6845-RGTYS,53.67,Medium (31-60%)
6135-OZQVA,53.66,Medium (31-60%)
4550-VBOFE,53.6,Medium (31-60%)
2122-YWVYA,53.57,Medium (31-60%)
8773-HHUOZ,53.56,Medium (31-60%)
4918-QLLIW,53.55,Medium (31-60%)
7718-RXDGG,53.54,Medium (31-60%)
2657-ALMWY,53.53,Medium (31-60%)
2187-LZGPL,53.49,Medium (31-60%)
2433-KMEAS,53.49,Medium (31-60%)
3237-AJGEH,53.35,Medium (31-60%)
9121-PHQSR,53.34,Medium (31-60%)
9356-AXGMP,53.34,Medium (31-60%)
0023-XUOPT,53.33,Medium (31-60%)
8818-XYFCQ,53.29,Medium (31-60%)
8784-CGILN,53.21,Medium (31-60%)
1608-GMEWB,53.17,Medium (31-60%)
5307-DZCVC,53.16,Medium (31-60%)
2924-KHUVI,53.16,Medium (31-60%)
4911-BANWH,53.16,Medium (31-60%)
1251-STYSZ,53.14,Medium (31-60%)
0596-BQCEQ,53.12,Medium (31-60%)
5035-BVCXS,53.1,Medium (31-60%)
4685-ERGHK,53.08,Medium (31-60%)
3620-MWJNE,53.06,Medium (31-60%)
2889-FPWRM,53.04,Medium (31-60%)
9661-MHUMO,53.04,Medium (31-60%)
9631-XEYKE,53.01,Medium (31-60%)
2311-QYMUQ,53.0,Medium (31-60%)
5439-WIKXB,52.99,Medium (31-60%)
5207-PLSTK,52.99,Medium (31-60%)
0848-ZGQIJ,52.96,Medium (31-60%)
9552-TGUZV,52.95,Medium (31-60%)
5922-ABDVO,52.92,Medium (31-60%)
0581-MDMPW,52.91,Medium (31-60%)
7550-WIQVA,52.86,Medium (31-60%)
6410-LEFEN,52.79,Medium (31-60%)
5879-SESNB,52.77,Medium (31-60%)
3018-TFTSU,52.76,Medium (31-60%)
5392-AKEMH,52.76,Medium (31-60%)
2478-EEWWM,52.75,Medium (31-60%)
8565-CLBZW,52.7,Medium (31-60%)
4634-JLRJT,52.69,Medium (31-60%)
4619-EVPHY,52.63,Medium (31-60%)
7993-PYKOF,52.57,Medium (31-60%)
1310-QRITU,52.57,Medium (31-60%)
6145-NNPNO,52.56,Medium (31-60%)
2027-CWDNU,52.53,Medium (31-60%)
3916-NRPAP,52.52,Medium (31-60%)
1866-OBPNR,52.51,Medium (31-60%)
3211-ILJTT,52.45,Medium (31-60%)
6599-CEBNN,52.45,Medium (31-60%)
4628-CTTLA,52.4,Medium (31-60%)
8627-EHGIP,52.35,Medium (31-60%)
1095-JUDTC,52.33,Medium (31-60%)
6322-PJJDJ,52.31,Medium (31-60%)
1784-EZDKJ,52.24,Medium (31-60%)
0691-IFBQW,52.19,Medium (31-60%)
0326-VDYXE,52.08,Medium (31-60%)
4480-MBMLB,52.05,Medium (31-60%)
9530-EHPOH,52.04,Medium (31-60%)
8178-EYZUO,52.02,Medium (31-60%)
7018-WBJNK,52.02,Medium (31-60%)
9526-BIHHD,51.9,Medium (31-60%)
1635-FJFCC,51.89,Medium (31-60%)
2582-FFFZR,51.88,Medium (31-60%)
4503-BDXBD,51.87,Medium (31-60%)
4523-WXCEF,51.85,Medium (31-60%)
8757-TFHHJ,51.83,Medium (31-60%)
4250-FDVOU,51.79,Medium (31-60%)
0406-BPDVR,51.79,Medium (31-60%)
1396-QWFBJ,51.73,Medium (31-60%)
3966-HRMZA,51.71,Medium (31-60%)
0082-OQIQY,51.67,Medium (31-60%)
7188-CBBBA,51.67,Medium (31-60%)
6121-VZNQB,51.64,Medium (31-60%)
0471-ARVMX,51.62,Medium (31-60%)
